site,week,year,order,variable,value 
COO,32,2015,Coleoptera,Hydrophilidae,0.030508475
COO,33,2015,Coleoptera,Hydrophilidae,0.461016949
COO,34,2015,Coleoptera,Hydrophilidae,0.031638418
COO,23,2016,Coleoptera,Hydrophilidae,0.022988506
COO,24,2016,Coleoptera,Hydrophilidae,0.091954023
COO,25,2016,Coleoptera,Hydrophilidae,0
COO,26,2016,Coleoptera,Hydrophilidae,0.195402299
COO,27,2016,Coleoptera,Hydrophilidae,0.16091954
COO,28,2016,Coleoptera,Hydrophilidae,0.005747126
COO,29,2016,Coleoptera,Hydrophilidae,0.005747126
COO,30,2016,Coleoptera,Hydrophilidae,0.057471264
COO,31,2016,Coleoptera,Hydrophilidae,0.057471264
COO,32,2016,Coleoptera,Hydrophilidae,0
COO,33,2016,Coleoptera,Hydrophilidae,0.137931034
COO,34,2016,Coleoptera,Hydrophilidae,0.097701149
COO,35,2016,Coleoptera,Hydrophilidae,0.114942529
COO,36,2016,Coleoptera,Hydrophilidae,0.045977011
COO,37,2016,Coleoptera,Hydrophilidae,0.005747126
ENG,29,2015,Coleoptera,Hydrophilidae,0
ENG,30,2015,Coleoptera,Hydrophilidae,0.008849558
ENG,31,2015,Coleoptera,Hydrophilidae,0.938053097
ENG,34,2015,Coleoptera,Hydrophilidae,0.053097345
ENG,23,2016,Coleoptera,Hydrophilidae,0.010666667
ENG,24,2016,Coleoptera,Hydrophilidae,0.024888889
ENG,25,2016,Coleoptera,Hydrophilidae,0.049777778
ENG,26,2016,Coleoptera,Hydrophilidae,0.170666667
ENG,27,2016,Coleoptera,Hydrophilidae,0.029333333
ENG,28,2016,Coleoptera,Hydrophilidae,0.000888889
ENG,29,2016,Coleoptera,Hydrophilidae,0.060444444
ENG,30,2016,Coleoptera,Hydrophilidae,0.026666667
ENG,31,2016,Coleoptera,Hydrophilidae,0.576
ENG,32,2016,Coleoptera,Hydrophilidae,0.016888889
ENG,33,2016,Coleoptera,Hydrophilidae,0.007111111
ENG,34,2016,Coleoptera,Hydrophilidae,0.008888889
ENG,35,2016,Coleoptera,Hydrophilidae,0.014222222
ENG,36,2016,Coleoptera,Hydrophilidae,0.003555556
ENG,37,2016,Coleoptera,Hydrophilidae,0
GOV,29,2015,Coleoptera,Hydrophilidae,0.042857143
GOV,30,2015,Coleoptera,Hydrophilidae,0.271428571
GOV,31,2015,Coleoptera,Hydrophilidae,0.085714286
GOV,33,2015,Coleoptera,Hydrophilidae,0.257142857
GOV,34,2015,Coleoptera,Hydrophilidae,0.342857143
GOV,24,2016,Coleoptera,Hydrophilidae,0.142857143
GOV,26,2016,Coleoptera,Hydrophilidae,0
GOV,27,2016,Coleoptera,Hydrophilidae,0
GOV,28,2016,Coleoptera,Hydrophilidae,0
GOV,29,2016,Coleoptera,Hydrophilidae,0
GOV,30,2016,Coleoptera,Hydrophilidae,0
GOV,31,2016,Coleoptera,Hydrophilidae,0
GOV,32,2016,Coleoptera,Hydrophilidae,0
GOV,33,2016,Coleoptera,Hydrophilidae,0
GOV,35,2016,Coleoptera,Hydrophilidae,0.5
GOV,36,2016,Coleoptera,Hydrophilidae,0.071428571
GOV,37,2016,Coleoptera,Hydrophilidae,0.285714286
HES,25,2015,Coleoptera,Hydrophilidae,0.007159905
HES,27,2015,Coleoptera,Hydrophilidae,0.038186158
HES,28,2015,Coleoptera,Hydrophilidae,0.028639618
HES,29,2015,Coleoptera,Hydrophilidae,0.133651551
HES,30,2015,Coleoptera,Hydrophilidae,0.114558473
HES,31,2015,Coleoptera,Hydrophilidae,0.267303103
HES,32,2015,Coleoptera,Hydrophilidae,0.324582339
HES,33,2015,Coleoptera,Hydrophilidae,0.085918854
HES,23,2016,Coleoptera,Hydrophilidae,0.003731343
HES,24,2016,Coleoptera,Hydrophilidae,0.018656716
HES,25,2016,Coleoptera,Hydrophilidae,0.179104478
HES,26,2016,Coleoptera,Hydrophilidae,0.082089552
HES,27,2016,Coleoptera,Hydrophilidae,0.044776119
HES,28,2016,Coleoptera,Hydrophilidae,0
HES,29,2016,Coleoptera,Hydrophilidae,0.134328358
HES,30,2016,Coleoptera,Hydrophilidae,0.074626866
HES,31,2016,Coleoptera,Hydrophilidae,0.208955224
HES,32,2016,Coleoptera,Hydrophilidae,0.02238806
HES,33,2016,Coleoptera,Hydrophilidae,0.014925373
HES,34,2016,Coleoptera,Hydrophilidae,0.119402985
HES,35,2016,Coleoptera,Hydrophilidae,0.074626866
HES,36,2016,Coleoptera,Hydrophilidae,0.02238806
HES,37,2016,Coleoptera,Hydrophilidae,0
HOR,25,2015,Coleoptera,Hydrophilidae,0
HOR,26,2015,Coleoptera,Hydrophilidae,0
HOR,28,2015,Coleoptera,Hydrophilidae,0.031914894
HOR,29,2015,Coleoptera,Hydrophilidae,0.117021277
HOR,30,2015,Coleoptera,Hydrophilidae,0.079787234
HOR,31,2015,Coleoptera,Hydrophilidae,0.510638298
HOR,32,2015,Coleoptera,Hydrophilidae,0.085106383
HOR,33,2015,Coleoptera,Hydrophilidae,0.069148936
HOR,34,2015,Coleoptera,Hydrophilidae,0.106382979
HOR,23,2016,Coleoptera,Hydrophilidae,0.162162162
HOR,24,2016,Coleoptera,Hydrophilidae,0.108108108
HOR,25,2016,Coleoptera,Hydrophilidae,0.243243243
HOR,26,2016,Coleoptera,Hydrophilidae,0.054054054
HOR,27,2016,Coleoptera,Hydrophilidae,0
HOR,28,2016,Coleoptera,Hydrophilidae,0
HOR,29,2016,Coleoptera,Hydrophilidae,0
HOR,30,2016,Coleoptera,Hydrophilidae,0
HOR,31,2016,Coleoptera,Hydrophilidae,0.216216216
HOR,32,2016,Coleoptera,Hydrophilidae,0.216216216
HOR,33,2016,Coleoptera,Hydrophilidae,0
HOR,34,2016,Coleoptera,Hydrophilidae,0
HOR,35,2016,Coleoptera,Hydrophilidae,0
HOR,36,2016,Coleoptera,Hydrophilidae,0
HOR,37,2016,Coleoptera,Hydrophilidae,0
KER,27,2015,Coleoptera,Hydrophilidae,0.018329939
KER,28,2015,Coleoptera,Hydrophilidae,0.012219959
KER,29,2015,Coleoptera,Hydrophilidae,0
KER,31,2015,Coleoptera,Hydrophilidae,0.301425662
KER,32,2015,Coleoptera,Hydrophilidae,0.097759674
KER,33,2015,Coleoptera,Hydrophilidae,0.228105906
KER,34,2015,Coleoptera,Hydrophilidae,0.342158859
KER,25,2016,Coleoptera,Hydrophilidae,0.330409357
KER,26,2016,Coleoptera,Hydrophilidae,0.055555556
KER,27,2016,Coleoptera,Hydrophilidae,0.093567251
KER,28,2016,Coleoptera,Hydrophilidae,0.002923977
KER,29,2016,Coleoptera,Hydrophilidae,0.32748538
KER,30,2016,Coleoptera,Hydrophilidae,0.01754386
KER,31,2016,Coleoptera,Hydrophilidae,0.002923977
KER,32,2016,Coleoptera,Hydrophilidae,0.093567251
KER,33,2016,Coleoptera,Hydrophilidae,0.061403509
KER,34,2016,Coleoptera,Hydrophilidae,0.002923977
KER,35,2016,Coleoptera,Hydrophilidae,0.011695906
KER,36,2016,Coleoptera,Hydrophilidae,0
KER,37,2016,Coleoptera,Hydrophilidae,0
KER ,26,2015,Coleoptera,Hydrophilidae,1
KER ,24,2016,Coleoptera,Hydrophilidae,0
SIL,24,2015,Coleoptera,Hydrophilidae,0.05558066
SIL,25,2015,Coleoptera,Hydrophilidae,0.037957524
SIL,27,2015,Coleoptera,Hydrophilidae,0.077722549
SIL,29,2015,Coleoptera,Hydrophilidae,0.245820154
SIL,30,2015,Coleoptera,Hydrophilidae,0.244012653
SIL,31,2015,Coleoptera,Hydrophilidae,0.157252598
SIL,33,2015,Coleoptera,Hydrophilidae,0.086760054
SIL,34,2015,Coleoptera,Hydrophilidae,0.094893809
SIL,23,2016,Coleoptera,Hydrophilidae,0.053231939
SIL,24,2016,Coleoptera,Hydrophilidae,0.030418251
SIL,25,2016,Coleoptera,Hydrophilidae,0.005069708
SIL,27,2016,Coleoptera,Hydrophilidae,0
SIL,28,2016,Coleoptera,Hydrophilidae,0.005069708
SIL,29,2016,Coleoptera,Hydrophilidae,0.243346008
SIL,30,2016,Coleoptera,Hydrophilidae,0.005069708
SIL,31,2016,Coleoptera,Hydrophilidae,0.243346008
SIL,32,2016,Coleoptera,Hydrophilidae,0.029150824
SIL,33,2016,Coleoptera,Hydrophilidae,0.020278834
SIL,34,2016,Coleoptera,Hydrophilidae,0.081115336
SIL,35,2016,Coleoptera,Hydrophilidae,0.243346008
SIL,36,2016,Coleoptera,Hydrophilidae,0.040557668
SIL,37,2016,Coleoptera,Hydrophilidae,0
SWA,24,2015,Coleoptera,Hydrophilidae,0.073657928
SWA,27,2015,Coleoptera,Hydrophilidae,0.049937578
SWA,28,2015,Coleoptera,Hydrophilidae,0.134831461
SWA,30,2015,Coleoptera,Hydrophilidae,0.082397004
SWA,31,2015,Coleoptera,Hydrophilidae,0.277153558
SWA,32,2015,Coleoptera,Hydrophilidae,0.144818976
SWA,33,2015,Coleoptera,Hydrophilidae,0.13732834
SWA,34,2015,Coleoptera,Hydrophilidae,0.099875156
SWA,24,2016,Coleoptera,Hydrophilidae,0.000777605
SWA,25,2016,Coleoptera,Hydrophilidae,0.267496112
SWA,26,2016,Coleoptera,Hydrophilidae,0.258164852
SWA,27,2016,Coleoptera,Hydrophilidae,0.020606532
SWA,28,2016,Coleoptera,Hydrophilidae,0.00622084
SWA,29,2016,Coleoptera,Hydrophilidae,0.161741835
SWA,30,2016,Coleoptera,Hydrophilidae,0.015163297
SWA,31,2016,Coleoptera,Hydrophilidae,0.031104199
SWA,32,2016,Coleoptera,Hydrophilidae,0.003499222
SWA,33,2016,Coleoptera,Hydrophilidae,0.018662519
SWA,34,2016,Coleoptera,Hydrophilidae,0.143079316
SWA,35,2016,Coleoptera,Hydrophilidae,0.066096423
SWA,36,2016,Coleoptera,Hydrophilidae,0.00311042
SWA,37,2016,Coleoptera,Hydrophilidae,0.004276827
YEL,25,2015,Coleoptera,Hydrophilidae,0
YEL,26,2015,Coleoptera,Hydrophilidae,0.211864407
YEL,30,2015,Coleoptera,Hydrophilidae,0.296610169
YEL,33,2015,Coleoptera,Hydrophilidae,0.491525424
YEL,23,2016,Coleoptera,Hydrophilidae,0
YEL,24,2016,Coleoptera,Hydrophilidae,0
YEL,25,2016,Coleoptera,Hydrophilidae,0.169811321
YEL,26,2016,Coleoptera,Hydrophilidae,0.028301887
YEL,27,2016,Coleoptera,Hydrophilidae,0.150943396
YEL,28,2016,Coleoptera,Hydrophilidae,0
YEL,29,2016,Coleoptera,Hydrophilidae,0.226415094
YEL,30,2016,Coleoptera,Hydrophilidae,0.150943396
YEL,31,2016,Coleoptera,Hydrophilidae,0.075471698
YEL,32,2016,Coleoptera,Hydrophilidae,0.037735849
YEL,33,2016,Coleoptera,Hydrophilidae,0
YEL,34,2016,Coleoptera,Hydrophilidae,0.075471698
YEL,35,2016,Coleoptera,Hydrophilidae,0.037735849
YEL,36,2016,Coleoptera,Hydrophilidae,0.037735849
YEL,37,2016,Coleoptera,Hydrophilidae,0.009433962
BAL,29,2015,Coleoptera,Other_Coleoptera,0.051835853
BAL,30,2015,Coleoptera,Other_Coleoptera,0.44924406
BAL,31,2015,Coleoptera,Other_Coleoptera,0.023758099
BAL,32,2015,Coleoptera,Other_Coleoptera,0.155507559
BAL,33,2015,Coleoptera,Other_Coleoptera,0.025917927
BAL,34,2015,Coleoptera,Other_Coleoptera,0.293736501
BAL,23,2016,Coleoptera,Other_Coleoptera,0.024573095
BAL,24,2016,Coleoptera,Other_Coleoptera,0.008329863
BAL,25,2016,Coleoptera,Other_Coleoptera,0.186588921
BAL,26,2016,Coleoptera,Other_Coleoptera,0.037900875
BAL,27,2016,Coleoptera,Other_Coleoptera,0.075801749
BAL,28,2016,Coleoptera,Other_Coleoptera,0.001249479
BAL,29,2016,Coleoptera,Other_Coleoptera,0.00666389
BAL,30,2016,Coleoptera,Other_Coleoptera,0.00666389
BAL,31,2016,Coleoptera,Other_Coleoptera,0.170762182
BAL,32,2016,Coleoptera,Other_Coleoptera,0.003748438
BAL,33,2016,Coleoptera,Other_Coleoptera,0.008746356
BAL,34,2016,Coleoptera,Other_Coleoptera,0.329862557
BAL,35,2016,Coleoptera,Other_Coleoptera,0.133277801
BAL,36,2016,Coleoptera,Other_Coleoptera,0.004997918
BAL,37,2016,Coleoptera,Other_Coleoptera,0.000832986
COO,29,2015,Coleoptera,Other_Coleoptera,0.041838969
COO,30,2015,Coleoptera,Other_Coleoptera,0.055460958
COO,31,2015,Coleoptera,Other_Coleoptera,0.170761372
COO,32,2015,Coleoptera,Other_Coleoptera,0.419605935
COO,33,2015,Coleoptera,Other_Coleoptera,0.127462904
COO,34,2015,Coleoptera,Other_Coleoptera,0.184869861
COO,23,2016,Coleoptera,Other_Coleoptera,0.025224775
COO,24,2016,Coleoptera,Other_Coleoptera,0.106643357
COO,25,2016,Coleoptera,Other_Coleoptera,0.237012987
COO,26,2016,Coleoptera,Other_Coleoptera,0.057442557
COO,27,2016,Coleoptera,Other_Coleoptera,0.155844156
COO,28,2016,Coleoptera,Other_Coleoptera,0.000999001
COO,29,2016,Coleoptera,Other_Coleoptera,0.003246753
COO,30,2016,Coleoptera,Other_Coleoptera,0.001498501
COO,31,2016,Coleoptera,Other_Coleoptera,0.346403596
COO,32,2016,Coleoptera,Other_Coleoptera,0.026973027
COO,33,2016,Coleoptera,Other_Coleoptera,0.005994006
COO,34,2016,Coleoptera,Other_Coleoptera,0.027472527
COO,35,2016,Coleoptera,Other_Coleoptera,0.004995005
COO,36,2016,Coleoptera,Other_Coleoptera,0
COO,37,2016,Coleoptera,Other_Coleoptera,0.00024975
ENG,29,2015,Coleoptera,Other_Coleoptera,0.0526118
ENG,30,2015,Coleoptera,Other_Coleoptera,0.12626832
ENG,31,2015,Coleoptera,Other_Coleoptera,0.376174371
ENG,34,2015,Coleoptera,Other_Coleoptera,0.444945509
ENG,23,2016,Coleoptera,Other_Coleoptera,0.004336043
ENG,24,2016,Coleoptera,Other_Coleoptera,0.056639566
ENG,25,2016,Coleoptera,Other_Coleoptera,0.120596206
ENG,26,2016,Coleoptera,Other_Coleoptera,0.071544715
ENG,27,2016,Coleoptera,Other_Coleoptera,0.492682927
ENG,28,2016,Coleoptera,Other_Coleoptera,0.005691057
ENG,29,2016,Coleoptera,Other_Coleoptera,0.050135501
ENG,30,2016,Coleoptera,Other_Coleoptera,0.004607046
ENG,31,2016,Coleoptera,Other_Coleoptera,0.049864499
ENG,32,2016,Coleoptera,Other_Coleoptera,0.009485095
ENG,33,2016,Coleoptera,Other_Coleoptera,0.005420054
ENG,34,2016,Coleoptera,Other_Coleoptera,0.03604336
ENG,35,2016,Coleoptera,Other_Coleoptera,0.087533875
ENG,36,2016,Coleoptera,Other_Coleoptera,0.003252033
ENG,37,2016,Coleoptera,Other_Coleoptera,0.002168022
GOV,29,2015,Coleoptera,Other_Coleoptera,0
GOV,30,2015,Coleoptera,Other_Coleoptera,0.057324841
GOV,31,2015,Coleoptera,Other_Coleoptera,0.458598726
GOV,33,2015,Coleoptera,Other_Coleoptera,0
GOV,34,2015,Coleoptera,Other_Coleoptera,0.484076433
GOV,24,2016,Coleoptera,Other_Coleoptera,0.313953488
GOV,26,2016,Coleoptera,Other_Coleoptera,0.069767442
GOV,27,2016,Coleoptera,Other_Coleoptera,0.034883721
GOV,28,2016,Coleoptera,Other_Coleoptera,0
GOV,29,2016,Coleoptera,Other_Coleoptera,0.046511628
GOV,30,2016,Coleoptera,Other_Coleoptera,0.011627907
GOV,31,2016,Coleoptera,Other_Coleoptera,0.011627907
GOV,32,2016,Coleoptera,Other_Coleoptera,0.023255814
GOV,33,2016,Coleoptera,Other_Coleoptera,0
GOV,35,2016,Coleoptera,Other_Coleoptera,0.23255814
GOV,36,2016,Coleoptera,Other_Coleoptera,0.197674419
GOV,37,2016,Coleoptera,Other_Coleoptera,0.058139535
HES,25,2015,Coleoptera,Other_Coleoptera,0.091836735
HES,27,2015,Coleoptera,Other_Coleoptera,0.024489796
HES,28,2015,Coleoptera,Other_Coleoptera,0.008163265
HES,29,2015,Coleoptera,Other_Coleoptera,0.002040816
HES,30,2015,Coleoptera,Other_Coleoptera,0.506122449
HES,31,2015,Coleoptera,Other_Coleoptera,0.26122449
HES,32,2015,Coleoptera,Other_Coleoptera,0.048979592
HES,33,2015,Coleoptera,Other_Coleoptera,0.057142857
HES,23,2016,Coleoptera,Other_Coleoptera,0.016351119
HES,24,2016,Coleoptera,Other_Coleoptera,0.166953528
HES,25,2016,Coleoptera,Other_Coleoptera,0.141996558
HES,26,2016,Coleoptera,Other_Coleoptera,0.006884682
HES,27,2016,Coleoptera,Other_Coleoptera,0.058519793
HES,28,2016,Coleoptera,Other_Coleoptera,0.003442341
HES,29,2016,Coleoptera,Other_Coleoptera,0.140275387
HES,30,2016,Coleoptera,Other_Coleoptera,0.00172117
HES,31,2016,Coleoptera,Other_Coleoptera,0.268502582
HES,32,2016,Coleoptera,Other_Coleoptera,0.007745267
HES,33,2016,Coleoptera,Other_Coleoptera,0.00172117
HES,34,2016,Coleoptera,Other_Coleoptera,0.096385542
HES,35,2016,Coleoptera,Other_Coleoptera,0.083476764
HES,36,2016,Coleoptera,Other_Coleoptera,0.00172117
HES,37,2016,Coleoptera,Other_Coleoptera,0.004302926
HOR,25,2015,Coleoptera,Other_Coleoptera,0.097919217
HOR,26,2015,Coleoptera,Other_Coleoptera,0
HOR,28,2015,Coleoptera,Other_Coleoptera,0.00122399
HOR,29,2015,Coleoptera,Other_Coleoptera,0.068543452
HOR,30,2015,Coleoptera,Other_Coleoptera,0.421052632
HOR,31,2015,Coleoptera,Other_Coleoptera,0
HOR,32,2015,Coleoptera,Other_Coleoptera,0.068543452
HOR,33,2015,Coleoptera,Other_Coleoptera,0.146878825
HOR,34,2015,Coleoptera,Other_Coleoptera,0.195838433
HOR,23,2016,Coleoptera,Other_Coleoptera,0.017964072
HOR,24,2016,Coleoptera,Other_Coleoptera,0.013972056
HOR,25,2016,Coleoptera,Other_Coleoptera,0.106786427
HOR,26,2016,Coleoptera,Other_Coleoptera,0.146706587
HOR,27,2016,Coleoptera,Other_Coleoptera,0.03992016
HOR,28,2016,Coleoptera,Other_Coleoptera,0.011976048
HOR,29,2016,Coleoptera,Other_Coleoptera,0.021956088
HOR,30,2016,Coleoptera,Other_Coleoptera,0.00998004
HOR,31,2016,Coleoptera,Other_Coleoptera,0.255489022
HOR,32,2016,Coleoptera,Other_Coleoptera,0.060878244
HOR,33,2016,Coleoptera,Other_Coleoptera,0.025948104
HOR,34,2016,Coleoptera,Other_Coleoptera,0.136726547
HOR,35,2016,Coleoptera,Other_Coleoptera,0.111776447
HOR,36,2016,Coleoptera,Other_Coleoptera,0.035928144
HOR,37,2016,Coleoptera,Other_Coleoptera,0.003992016
KER,27,2015,Coleoptera,Other_Coleoptera,0.016483516
KER,28,2015,Coleoptera,Other_Coleoptera,0.010989011
KER,29,2015,Coleoptera,Other_Coleoptera,0.152014652
KER,31,2015,Coleoptera,Other_Coleoptera,0.293040293
KER,32,2015,Coleoptera,Other_Coleoptera,0.043956044
KER,33,2015,Coleoptera,Other_Coleoptera,0.32967033
KER,34,2015,Coleoptera,Other_Coleoptera,0.153846154
KER,25,2016,Coleoptera,Other_Coleoptera,0.49726776
KER,26,2016,Coleoptera,Other_Coleoptera,0.01712204
KER,27,2016,Coleoptera,Other_Coleoptera,0.122040073
KER,28,2016,Coleoptera,Other_Coleoptera,0.000364299
KER,29,2016,Coleoptera,Other_Coleoptera,0.07723133
KER,30,2016,Coleoptera,Other_Coleoptera,0.01420765
KER,31,2016,Coleoptera,Other_Coleoptera,0.183606557
KER,32,2016,Coleoptera,Other_Coleoptera,0.04007286
KER,33,2016,Coleoptera,Other_Coleoptera,0.005464481
KER,34,2016,Coleoptera,Other_Coleoptera,0.019672131
KER,35,2016,Coleoptera,Other_Coleoptera,0.012021858
KER,36,2016,Coleoptera,Other_Coleoptera,0.008743169
KER,37,2016,Coleoptera,Other_Coleoptera,0.002185792
KER ,26,2015,Coleoptera,Other_Coleoptera,1
KER ,24,2016,Coleoptera,Other_Coleoptera,1
SIL,24,2015,Coleoptera,Other_Coleoptera,0.011848341
SIL,25,2015,Coleoptera,Other_Coleoptera,0.156398104
SIL,27,2015,Coleoptera,Other_Coleoptera,0.013033175
SIL,29,2015,Coleoptera,Other_Coleoptera,0.116113744
SIL,30,2015,Coleoptera,Other_Coleoptera,0.19549763
SIL,31,2015,Coleoptera,Other_Coleoptera,0.124407583
SIL,33,2015,Coleoptera,Other_Coleoptera,0.002369668
SIL,34,2015,Coleoptera,Other_Coleoptera,0.380331754
SIL,23,2016,Coleoptera,Other_Coleoptera,0.027070707
SIL,24,2016,Coleoptera,Other_Coleoptera,0.024915825
SIL,25,2016,Coleoptera,Other_Coleoptera,0.112323232
SIL,27,2016,Coleoptera,Other_Coleoptera,0.032188552
SIL,28,2016,Coleoptera,Other_Coleoptera,0.001750842
SIL,29,2016,Coleoptera,Other_Coleoptera,0.016296296
SIL,30,2016,Coleoptera,Other_Coleoptera,0.001346801
SIL,31,2016,Coleoptera,Other_Coleoptera,0.573468013
SIL,32,2016,Coleoptera,Other_Coleoptera,0.007003367
SIL,33,2016,Coleoptera,Other_Coleoptera,0.00983165
SIL,34,2016,Coleoptera,Other_Coleoptera,0.120942761
SIL,35,2016,Coleoptera,Other_Coleoptera,0.051851852
SIL,36,2016,Coleoptera,Other_Coleoptera,0.016700337
SIL,37,2016,Coleoptera,Other_Coleoptera,0.004309764
SWA,24,2015,Coleoptera,Other_Coleoptera,0
SWA,27,2015,Coleoptera,Other_Coleoptera,0.030405405
SWA,28,2015,Coleoptera,Other_Coleoptera,0.010135135
SWA,30,2015,Coleoptera,Other_Coleoptera,0.204391892
SWA,31,2015,Coleoptera,Other_Coleoptera,0.065878378
SWA,32,2015,Coleoptera,Other_Coleoptera,0.038851351
SWA,33,2015,Coleoptera,Other_Coleoptera,0.140202703
SWA,34,2015,Coleoptera,Other_Coleoptera,0.510135135
SWA,24,2016,Coleoptera,Other_Coleoptera,0.00283755
SWA,25,2016,Coleoptera,Other_Coleoptera,0.121659967
SWA,26,2016,Coleoptera,Other_Coleoptera,0.059825018
SWA,27,2016,Coleoptera,Other_Coleoptera,0.062662568
SWA,28,2016,Coleoptera,Other_Coleoptera,0.002482856
SWA,29,2016,Coleoptera,Other_Coleoptera,0.030503665
SWA,30,2016,Coleoptera,Other_Coleoptera,0.001655238
SWA,31,2016,Coleoptera,Other_Coleoptera,0.559943249
SWA,32,2016,Coleoptera,Other_Coleoptera,0.012296051
SWA,33,2016,Coleoptera,Other_Coleoptera,0.011823126
SWA,34,2016,Coleoptera,Other_Coleoptera,0.077205013
SWA,35,2016,Coleoptera,Other_Coleoptera,0.051312367
SWA,36,2016,Coleoptera,Other_Coleoptera,0.00283755
SWA,37,2016,Coleoptera,Other_Coleoptera,0.002955782
YEL,25,2015,Coleoptera,Other_Coleoptera,0.035294118
YEL,26,2015,Coleoptera,Other_Coleoptera,0.070588235
YEL,30,2015,Coleoptera,Other_Coleoptera,0.564705882
YEL,33,2015,Coleoptera,Other_Coleoptera,0.329411765
YEL,23,2016,Coleoptera,Other_Coleoptera,0.032945736
YEL,24,2016,Coleoptera,Other_Coleoptera,0.000968992
YEL,25,2016,Coleoptera,Other_Coleoptera,0.214147287
YEL,26,2016,Coleoptera,Other_Coleoptera,0.027131783
YEL,27,2016,Coleoptera,Other_Coleoptera,0.088178295
YEL,28,2016,Coleoptera,Other_Coleoptera,0.004844961
YEL,29,2016,Coleoptera,Other_Coleoptera,0.023255814
YEL,30,2016,Coleoptera,Other_Coleoptera,0.009689922
YEL,31,2016,Coleoptera,Other_Coleoptera,0.308139535
YEL,32,2016,Coleoptera,Other_Coleoptera,0.05620155
YEL,33,2016,Coleoptera,Other_Coleoptera,0.015503876
YEL,34,2016,Coleoptera,Other_Coleoptera,0.069767442
YEL,35,2016,Coleoptera,Other_Coleoptera,0.144379845
YEL,36,2016,Coleoptera,Other_Coleoptera,0.003875969
YEL,37,2016,Coleoptera,Other_Coleoptera,0.000968992
BAL,29,2015,Coleoptera,Phyllophaga,0
BAL,30,2015,Coleoptera,Phyllophaga,0
BAL,31,2015,Coleoptera,Phyllophaga,0
BAL,32,2015,Coleoptera,Phyllophaga,0
BAL,33,2015,Coleoptera,Phyllophaga,0
BAL,34,2015,Coleoptera,Phyllophaga,0
BAL,23,2016,Coleoptera,Phyllophaga,0.676470588
BAL,24,2016,Coleoptera,Phyllophaga,0.058823529
BAL,25,2016,Coleoptera,Phyllophaga,0.176470588
BAL,26,2016,Coleoptera,Phyllophaga,0.088235294
BAL,27,2016,Coleoptera,Phyllophaga,0
BAL,28,2016,Coleoptera,Phyllophaga,0
BAL,29,2016,Coleoptera,Phyllophaga,0
BAL,30,2016,Coleoptera,Phyllophaga,0
BAL,31,2016,Coleoptera,Phyllophaga,0
BAL,32,2016,Coleoptera,Phyllophaga,0
BAL,33,2016,Coleoptera,Phyllophaga,0
BAL,34,2016,Coleoptera,Phyllophaga,0
BAL,35,2016,Coleoptera,Phyllophaga,0
BAL,36,2016,Coleoptera,Phyllophaga,0
BAL,37,2016,Coleoptera,Phyllophaga,0
COO,29,2015,Coleoptera,Phyllophaga,0.020648968
COO,30,2015,Coleoptera,Phyllophaga,0.548672566
COO,31,2015,Coleoptera,Phyllophaga,0.247787611
COO,32,2015,Coleoptera,Phyllophaga,0.044247788
COO,33,2015,Coleoptera,Phyllophaga,0.10619469
COO,34,2015,Coleoptera,Phyllophaga,0.032448378
COO,23,2016,Coleoptera,Phyllophaga,0.090909091
COO,24,2016,Coleoptera,Phyllophaga,0.090909091
COO,25,2016,Coleoptera,Phyllophaga,0
COO,26,2016,Coleoptera,Phyllophaga,0
COO,27,2016,Coleoptera,Phyllophaga,0
COO,28,2016,Coleoptera,Phyllophaga,0
COO,29,2016,Coleoptera,Phyllophaga,0.272727273
COO,30,2016,Coleoptera,Phyllophaga,0.181818182
COO,31,2016,Coleoptera,Phyllophaga,0.272727273
COO,32,2016,Coleoptera,Phyllophaga,0
COO,33,2016,Coleoptera,Phyllophaga,0
COO,34,2016,Coleoptera,Phyllophaga,0
COO,35,2016,Coleoptera,Phyllophaga,0
COO,36,2016,Coleoptera,Phyllophaga,0.090909091
COO,37,2016,Coleoptera,Phyllophaga,0
ENG,29,2015,Coleoptera,Phyllophaga,0
ENG,30,2015,Coleoptera,Phyllophaga,0
ENG,31,2015,Coleoptera,Phyllophaga,0
ENG,34,2015,Coleoptera,Phyllophaga,0
ENG,23,2016,Coleoptera,Phyllophaga,0
ENG,24,2016,Coleoptera,Phyllophaga,0
ENG,25,2016,Coleoptera,Phyllophaga,0
ENG,26,2016,Coleoptera,Phyllophaga,0.166666667
ENG,27,2016,Coleoptera,Phyllophaga,0
ENG,28,2016,Coleoptera,Phyllophaga,0
ENG,29,2016,Coleoptera,Phyllophaga,0
ENG,30,2016,Coleoptera,Phyllophaga,0
ENG,31,2016,Coleoptera,Phyllophaga,0
ENG,32,2016,Coleoptera,Phyllophaga,0
ENG,33,2016,Coleoptera,Phyllophaga,0
ENG,34,2016,Coleoptera,Phyllophaga,0
ENG,35,2016,Coleoptera,Phyllophaga,0.833333333
ENG,36,2016,Coleoptera,Phyllophaga,0
ENG,37,2016,Coleoptera,Phyllophaga,0
GOV,29,2015,Coleoptera,Phyllophaga,1
GOV,30,2015,Coleoptera,Phyllophaga,0
GOV,31,2015,Coleoptera,Phyllophaga,0
GOV,33,2015,Coleoptera,Phyllophaga,0
GOV,34,2015,Coleoptera,Phyllophaga,0
GOV,24,2016,Coleoptera,Phyllophaga,1
